Time,filt_S1_X,filt_S1_Y,filt_S1_Z,filt_S1_p,filt_S1_r,filt_S2_X,filt_S2_Y,filt_S2_Z,filt_S2_p,filt_S2_r,,,,S1_X,S1_Y,S1_Z,S1_p,S1_r,S2_X,S2_Y,S2_Z,S2_p,S2_r
23.049,-0.011746245,0.002719135,0.004494109,-0.719432194,0.143878159,-0.014048117,-0.002509236,-0.001394004,-0.840737981,-0.042248977,,,,-0.02,-0.04,1.03,-1.34,-2.4,-0.33,0.05,0.95,-19.51,3.3
23.065,-0.010944995,0.002690271,0.003703279,-0.692115468,0.141046077,-0.013448149,-0.00231805,-0.001774347,-0.801961699,-0.034938046,,,,-0.01,-0.04,1.02,-0.78,-2.08,-0.33,0.06,0.94,-19.51,3.93
23.081,-0.010176428,0.002638456,0.002754225,-0.664617085,0.135690994,-0.012874603,-0.002154608,-0.002150386,-0.763529592,-0.031024062,,,,-0.01,-0.03,1,-0.45,-1.78,-0.32,0.06,0.92,-18.56,3.89
23.097,-0.0094825,0.002566678,0.001715184,-0.638855831,0.127960433,-0.012370929,-0.002023494,-0.002481542,-0.72814932,-0.030876283,,,,-0.01,-0.03,1.01,-0.78,-1.55,-0.33,0.07,0.93,-19.04,4.55
23.113,-0.008900897,0.002478131,0.00065943,-0.6166123,0.118158093,-0.011972552,-0.001926344,-0.002732681,-0.698209914,-0.034544993,,,,-0.01,-0.04,1.02,-0.78,-2.09,-0.33,0.06,0.94,-19.04,3.67
23.129,-0.008462813,0.002376589,-0.000341086,-0.59940701,0.106752919,-0.011703948,-0.001861791,-0.002878131,-0.675585321,-0.041733492,,,,-0.02,-0.03,1.01,-1.23,-1.77,-0.33,0.07,0.94,-19.51,4.41
23.145,-0.008191278,0.002266848,-0.001221864,-0.588401959,0.094377736,-0.011576715,-0.001825534,-0.002904799,-0.661487656,-0.051797989,,,,-0.01,-0.03,1,-0.56,-1.78,-0.32,0.06,0.92,-18.68,3.89
23.161,-0.008100076,0.002155065,-0.001931168,-0.584330498,0.081810479,-0.01158878,-0.00181068,-0.002814006,-0.656381859,-0.063782402,,,,-0.01,-0.03,1,-0.45,-1.79,-0.32,0.07,0.92,-18.56,4.14
23.177,-0.008193263,0.002048778,-0.002433956,-0.587461078,0.069933184,-0.011724917,-0.001808408,-0.002621715,-0.659970574,-0.076490444,,,,0,-0.03,1,-0.11,-1.79,-0.32,0.06,0.93,-18.68,3.98
23.193,-0.008465332,0.001956478,-0.002713951,-0.597601207,0.059666667,-0.011958614,-0.001808966,-0.002356963,-0.671254475,-0.088592563,,,,-0.01,-0.03,1,-0.78,-1.56,-0.32,0.07,0.93,-18.8,4.44
23.209,-0.008902044,0.001886718,-0.002773614,-0.614144009,0.05188299,-0.012255208,-0.001802913,-0.002058571,-0.688665064,-0.098760621,,,,-0.02,-0.04,1.01,-1.23,-2.1,-0.34,0.06,0.95,-19.63,3.65
23.225,-0.009481851,0.001846858,-0.002632085,-0.636151167,0.047303502,-0.012575955,-0.001782463,-0.001770545,-0.710254929,-0.105817949,,,,-0.01,-0.03,1.01,-0.67,-1.89,-0.33,0.06,0.93,-19.04,3.85
23.241,-0.010177704,0.001841702,-0.002321483,-0.662457692,0.046396115,-0.012882501,-0.001742742,-0.0015368,-0.733920156,-0.10888733,,,,-0.02,-0.04,1.01,-1.12,-2.44,-0.33,0.06,0.94,-19.27,3.57
23.257,-0.010959015,0.001872286,-0.001882156,-0.691781511,0.049289482,-0.013141177,-0.001682737,-0.001395906,-0.757626119,-0.107516517,,,,-0.01,-0.03,1.01,-0.67,-1.55,-0.32,0.07,0.93,-18.8,4.46
23.273,-0.011793557,0.001935115,-0.001357537,-0.722824447,0.055721634,-0.013326618,-0.001605777,-0.001376432,-0.779610865,-0.101762051,,,,-0.01,-0.04,1,-0.67,-2.24,-0.33,0.06,0.93,-19.16,3.48
23.289,-0.012649198,0.002022058,-0.000789235,-0.754356924,0.065036731,-0.013424328,-0.001519452,-0.001493419,-0.798545398,-0.092216379,,,,-0.01,-0.04,1.02,-0.78,-2.42,-0.34,0.06,0.95,-19.63,3.53
23.305,-0.013495423,0.00212104,-0.000212957,-0.785282666,0.07623742,-0.013431899,-0.001434942,-0.001746394,-0.813634099,-0.079968503,,,,-0.03,-0.04,1.03,-1.45,-2.18,-0.34,0.06,0.96,-19.99,3.39
23.321,-0.014304569,0.002217537,0.000344264,-0.814680886,0.088092442,-0.013358676,-0.001365774,-0.002119298,-0.82464296,-0.066495266,,,,-0.02,-0.03,1.01,-0.9,-1.77,-0.33,0.06,0.93,-19.04,3.86
23.337,-0.015052719,0.002296704,0.000865176,-0.841824319,0.099288643,-0.013223868,-0.001326139,-0.00258247,-0.831852574,-0.053491519,,,,-0.01,-0.03,1.01,-0.78,-1.78,-0.32,0.07,0.93,-18.68,4.33
23.353,-0.015720225,0.002345782,0.001341718,-0.866174437,0.108604987,-0.013053343,-0.001328977,-0.003096452,-0.835947057,-0.042662126,,,,-0.01,-0.03,1.01,-0.78,-1.56,-0.32,0.07,0.92,-18.8,4.63
23.369,-0.016291944,0.002356291,0.001773012,-0.887359861,0.115077813,-0.01287569,-0.001384183,-0.003617002,-0.837863004,-0.035510994,,,,-0.02,-0.02,1.01,-0.9,-1.11,-0.33,0.07,0.94,-19.39,4.54
23.386,-0.016757324,0.002325526,0.002162496,-0.905146666,0.118125612,-0.012718183,-0.001497276,-0.004100503,-0.838627096,-0.033164963,,,,-0.02,-0.03,1.01,-1.12,-1.45,-0.32,0.07,0.93,-18.92,4.43
23.402,-0.017110444,0.00225703,0.002514813,-0.919408248,0.117609367,-0.01260328,-0.001668769,-0.004509014,-0.839206857,-0.036260989,,,,-0.02,-0.03,1,-0.9,-1.78,-0.32,0.06,0.92,-18.92,3.75
23.418,-0.017349992,0.002159927,0.002833074,-0.930099323,0.113819389,-0.0125461,-0.001894287,-0.004814332,-0.840391777,-0.04490736,,,,-0.02,-0.04,1.01,-1.01,-2.22,-0.32,0.06,0.92,-18.92,3.87
23.434,-0.017479123,0.0020473,0.003116936,-0.937236211,0.107397168,-0.012553154,-0.00216525,-0.005000658,-0.842715194,-0.058711578,,,,-0.02,-0.03,1.01,-1.12,-1.77,-0.33,0.06,0.94,-19.27,3.92
23.45,-0.017505147,0.001933986,0.003361768,-0.940884503,0.099214488,-0.012622376,-0.002469855,-0.005065652,-0.846420896,-0.076855673,,,,-0.02,-0.04,1.02,-0.9,-2.09,-0.33,0.06,0.94,-19.27,3.8
23.466,-0.017439044,0.001834255,0.003558914,-0.941155031,0.090237761,-0.01274429,-0.002794055,-0.005019939,-0.851471954,-0.098196317,,,,-0.01,-0.04,1.01,-0.67,-2.43,-0.32,0.06,0.92,-18.8,3.51
23.482,-0.017294827,0.001759807,0.003696872,-0.938208629,0.081403585,-0.012904011,-0.003122339,-0.0048853,-0.857594423,-0.121370041,,,,-0.02,-0.04,1.01,-0.9,-2,-0.33,0.06,0.93,-19.04,3.96
23.498,-0.017088786,0.001718419,0.003763089,-0.932268425,0.073524166,-0.013083689,-0.003438265,-0.00469187,-0.864345739,-0.144890434,,,,-0.03,-0.03,1.02,-1.45,-1.87,-0.33,0.06,0.94,-19.51,3.58
23.514,-0.016838616,0.00171336,0.003746068,-0.923634925,0.067230564,-0.013265006,-0.003724813,-0.004474676,-0.871195567,-0.167232658,,,,-0.02,-0.03,1.02,-1.23,-1.76,-0.34,0.07,0.94,-19.63,4.28
23.53,-0.016562402,0.001743532,0.003637432,-0.912696084,0.062950455,-0.013431379,-0.003964743,-0.004269859,-0.877605777,-0.186909156,,,,-0.01,-0.03,1.01,-0.78,-1.44,-0.32,0.07,0.92,-18.8,4.61
23.546,-0.016277488,0.001804138,0.003433679,-0.899925443,0.060909304,-0.013569577,-0.004141187,-0.004110936,-0.883098077,-0.202545704,,,,-0.02,-0.04,1.01,-1.12,-2,-0.33,0.06,0.93,-19.16,3.59
23.562,-0.015999348,0.001887647,0.003137394,-0.885866306,0.061142256,-0.013670681,-0.004238638,-0.00402536,-0.887303391,-0.21296579,,,,-0.01,-0.03,1.02,-0.56,-1.76,-0.32,0.06,0.93,-18.92,3.85
23.578,-0.01574065,0.001984887,0.002757802,-0.871105472,0.063507813,-0.013730404,-0.004244357,-0.004031668,-0.889992509,-0.217283808,,,,-0.02,-0.03,1.01,-1.01,-1.88,-0.33,0.06,0.95,-19.51,3.66
23.594,-0.015510651,0.002086091,0.002310595,-0.856242635,0.067700189,-0.013748918,-0.004150059,-0.004137475,-0.891089635,-0.214998483,,,,-0.02,-0.03,1.03,-1.23,-1.85,-0.34,0.07,0.95,-19.63,4.11
23.61,-0.015315005,0.002181793,0.001817002,-0.84186109,0.073262018,-0.013730319,-0.003953612,-0.004338651,-0.890670526,-0.206072519,,,,-0.01,-0.03,1,-0.45,-1.8,-0.31,0.06,0.91,-18.33,3.93
23.626,-0.015155979,0.002263479,0.001302209,-0.828503957,0.079601953,-0.013681869,-0.003660472,-0.004619787,-0.888948209,-0.190983169,,,,-0.01,-0.04,1,-0.56,-2.23,-0.32,0.05,0.93,-18.8,3.23
23.642,-0.015033043,0.002324018,0.000793327,-0.816659012,0.086022871,-0.013613162,-0.003284502,-0.004955892,-0.886251657,-0.170728903,,,,-0.02,-0.03,1.02,-1.01,-1.87,-0.33,0.06,0.94,-19.39,3.56
23.659,-0.014943743,0.002357945,0.000317212,-0.806752977,0.091765721,-0.013535334,-0.002847852,-0.005315013,-0.883001866,-0.146779502,,,,-0.02,-0.04,1.01,-0.9,-2.11,-0.33,0.05,0.93,-19.16,3.36
23.675,-0.014884678,0.002361695,-0.000101623,-0.799151899,0.09607082,-0.013460303,-0.002379671,-0.005661497,-0.879684086,-0.120963543,,,,-0.02,-0.03,1.01,-1.12,-1.67,-0.34,0.07,0.94,-19.87,4.52
23.691,-0.014852365,0.002333854,-0.000442828,-0.79416027,0.098252968,-0.013399907,-0.001913637,-0.005959629,-0.876809472,-0.095299273,,,,-0.02,-0.03,1.01,-1.23,-1.77,-0.33,0.06,0.93,-19.51,3.83
23.706,-0.014843803,0.002275402,-0.000691627,-0.792011511,0.097781289,-0.013364828,-0.001484573,-0.006177328,-0.87486053,-0.071787906,,,,-0.01,-0.03,1,-0.34,-1.46,-0.32,0.07,0.91,-18.45,4.28
23.722,-0.014856651,0.002189884,-0.000839697,-0.792847174,0.0943518,-0.013363341,-0.001124574,-0.006289531,-0.874223506,-0.05219631,,,,-0.02,-0.04,1.01,-0.9,-2.22,-0.32,0.06,0.94,-18.92,3.58
23.739,-0.014889086,0.002083419,-0.000885388,-0.796688773,0.087941587,-0.013400125,-0.000859195,-0.006280812,-0.875121469,-0.037857093,,,,-0.01,-0.03,1.01,-0.78,-1.78,-0.32,0.07,0.93,-18.8,4.2
23.755,-0.014939474,0.001964508,-0.000833263,-0.803410315,0.078836755,-0.013475478,-0.00070424,-0.006146925,-0.877566433,-0.029511398,,,,-0.01,-0.03,1,-0.45,-1.68,-0.32,0.07,0.91,-18.68,4.53
23.771,-0.015006015,0.001843585,-0.000693028,-0.812719519,0.067629303,-0.01358516,-0.000663602,-0.005895082,-0.88134393,-0.027216622,,,,-0.02,-0.03,1.01,-1.12,-1.55,-0.33,0.07,0.94,-19.51,4.53
23.787,-0.015086454,0.001732288,-0.000478078,-0.824152594,0.05517997,-0.013720932,-0.000728563,-0.005542981,-0.886032443,-0.030336773,,,,-0.02,-0.03,1.03,-1.12,-1.85,-0.34,0.08,0.94,-19.87,4.62
23.803,-0.0151779,0.001642421,-0.000203934,-0.837083908,0.042546908,-0.013871609,-0.000878707,-0.005116792,-0.891049715,-0.037623537,,,,-0.01,-0.04,1,-0.34,-2.01,-0.32,0.06,0.92,-18.45,3.52
23.819,-0.015276714,0.001584702,0.000113106,-0.850749945,0.030884929,-0.014024363,-0.001084423,-0.004648418,-0.895713944,-0.047380563,,,,-0.02,-0.03,1.01,-0.9,-1.89,-0.33,0.06,0.94,-19.27,3.81
23.835,-0.01537843,0.00156742,0.000456885,-0.864286722,0.021325488,-0.014166055,-0.001310617,-0.004172415,-0.899310588,-0.057686911,,,,-0.02,-0.03,1.02,-1.12,-1.76,-0.32,0.06,0.93,-18.92,3.84
23.851,-0.015477716,0.001595192,0.000811795,-0.87677943,0.01485097,-0.014284455,-0.001521093,-0.003722931,-0.901159765,-0.066645299,,,,-0.01,-0.04,1.01,-0.67,-1.99,-0.33,0.06,0.94,-19.04,3.93
23.867,-0.01556838,0.001668003,0.001162724,-0.887321419,0.012177826,-0.014369279,-0.001682927,-0.003330975,-0.900680249,-0.072619863,,,,-0.02,-0.03,1.02,-1.12,-1.86,-0.34,0.07,0.95,-20.11,4.02
23.883,-0.015643502,0.001780699,0.00149472,-0.895078181,0.013663145,-0.014412988,-0.00177029,-0.003022247,-0.897444415,-0.074433584,,,,-0.01,-0.04,1,-0.78,-2.24,-0.32,0.05,0.92,-18.68,3.28
23.899,-0.015695759,0.001923068,0.001792675,-0.899351868,0.019248624,-0.014411291,-0.001767275,-0.002815616,-0.891218791,-0.071502966,,,,-0.01,-0.04,0.99,-0.56,-2.59,-0.32,0.06,0.92,-18.56,3.77
23.915,-0.015717992,0.002080577,0.002041387,-0.899642154,0.028453007,-0.01436338,-0.001669424,-0.002722137,-0.881988765,-0.063895816,,,,-0.02,-0.03,1.01,-1.12,-1.89,-0.32,0.06,0.93,-18.92,3.83
23.931,-0.015703999,0.002235706,0.002226307,-0.895698516,0.040416745,-0.01427196,-0.001483875,-0.002744429,-0.869969553,-0.052308663,,,,-0.02,-0.02,1.02,-1.12,-1.21,-0.34,0.07,0.94,-19.87,4.52
23.947,-0.015649422,0.002369676,0.002335001,-0.887557012,0.05399167,-0.014143097,-0.001228196,-0.002876348,-0.855604251,-0.037972598,,,,-0.02,-0.03,1.02,-1.12,-1.53,-0.33,0.08,0.94,-19.04,4.65
23.963,-0.015552525,0.002464301,0.00235903,-0.875553775,0.067859366,-0.013985824,-0.000928185,-0.003103053,-0.839545718,-0.02250528,,,,-0.01,-0.04,1.01,-0.67,-2.21,-0.33,0.05,0.94,-19.04,3.09
23.979,-0.015414703,0.002503734,0.002295789,-0.860309676,0.080660298,-0.013811427,-0.00061496,-0.003401735,-0.822618427,-0.007728388,,,,-0.02,-0.03,1.01,-0.9,-1.88,-0.32,0.06,0.93,-18.92,3.85
23.995,-0.015240582,0.002476003,0.00214987,-0.842685426,0.091120954,-0.013632421,-0.000321587,-0.003743157,-0.805761012,0.004533796,,,,-0.02,-0.04,1.02,-1.12,-1.98,-0.33,0.06,0.94,-19.16,3.92
24.011,-0.015037682,0.002374297,0.001933615,-0.823710876,0.098171488,-0.013461356,-7.95E-05,-0.00409402,-0.789955586,0.012660136,,,,-0.02,-0.03,1.02,-0.9,-1.76,-0.32,0.07,0.93,-18.8,4.55
24.027,-0.014815652,0.002197954,0.001666677,-0.804495514,0.101047075,-0.013309676,8.53E-05,-0.004419975,-0.776152428,0.015423384,,,,-0.01,-0.03,1.01,-0.56,-1.67,-0.32,0.07,0.93,-18.8,4.34
24.043,-0.014585187,0.001953005,0.001374531,-0.78612995,0.099363529,-0.013186826,0.000154782,-0.004688945,-0.765198197,0.012140829,,,,-0.01,-0.02,1.01,-0.67,-1.22,-0.33,0.08,0.93,-19.27,4.66
24.059,-0.014356816,0.001652092,0.001086067,-0.769590636,0.093156359,-0.013099746,0.000121751,-0.004874387,-0.757773791,0.002760432,,,,-0.01,-0.03,1.01,-0.34,-1.78,-0.32,0.07,0.92,-18.68,4.25
24.076,-0.014139772,0.001313611,0.000830529,-0.755659822,0.082875438,-0.01305272,-9.86E-06,-0.00495809,-0.754345246,-0.012132159,,,,-0.02,-0.04,1.01,-1.12,-2,-0.33,0.06,0.94,-19.04,3.57
24.091,-0.013941127,0.000960096,0.000634204,-0.744868719,0.069335038,-0.013047505,-0.000225467,-0.004932223,-0.755128689,-0.031385376,,,,-0.02,-0.03,1.02,-1.12,-1.87,-0.34,0.07,0.95,-19.63,4.36
24.107,-0.013765235,0.000616031,0.000517263,-0.73746615,0.053627435,-0.013083565,-0.000501846,-0.004800437,-0.760069371,-0.053417972,,,,-0.01,-0.04,1,-0.56,-2.01,-0.32,0.06,0.91,-18.68,3.55
24.123,-0.013613493,0.000305428,0.000491156,-0.733411885,0.03701352,-0.013158277,-0.000810093,-0.004577874,-0.768836207,-0.076397252,,,,-0.01,-0.03,1,-0.45,-1.56,-0.32,0.06,0.92,-18.56,3.99
24.14,-0.013484434,4.95E-05,0.000556993,-0.732394862,0.020804367,-0.013267121,-0.001119078,-0.004289929,-0.780836473,-0.098435097,,,,-0.01,-0.04,1,-0.34,-2.12,-0.32,0.07,0.92,-18.45,4.13
24.155,-0.013374183,-0.00013538,0.000705208,-0.733877958,0.006245876,-0.013403922,-0.001398961,-0.003969671,-0.795257166,-0.117779732,,,,-0.02,-0.04,1.02,-1.01,-2.09,-0.33,0.06,0.95,-19.39,3.66
24.172,-0.013277268,-0.000238854,0.000916657,-0.737168565,-0.005583394,-0.013561258,-0.001624386,-0.003654043,-0.811135667,-0.132984674,,,,-0.01,-0.03,1.01,-0.78,-1.77,-0.33,0.06,0.93,-19.16,3.84
24.188,-0.013187714,-0.00025741,0.001164976,-0.741508089,-0.013853236,-0.013731045,-0.001777018,-0.003379325,-0.827453782,-0.143039532,,,,-0.01,-0.04,1,-0.67,-2.01,-0.32,0.06,0.93,-18.8,3.61
24.204,-0.013100271,-0.000194203,0.001419855,-0.746167808,-0.018036798,-0.013905208,-0.001847182,-0.003176491,-0.843241616,-0.147450969,,,,-0.02,-0.03,1.02,-1.12,-1.76,-0.33,0.06,0.94,-19.27,3.92
24.22,-0.013011584,-5.84E-05,0.001650756,-0.750536703,-0.017938214,-0.014076337,-0.001834466,-0.003067148,-0.857675086,-0.146267324,,,,-0.01,-0.03,1.02,-0.67,-1.87,-0.33,0.07,0.94,-19.27,4.16
24.236,-0.012921119,0.000136044,0.001830528,-0.754188663,-0.013693861,-0.014238227,-0.001747258,-0.00306065,-0.870152115,-0.140046765,,,,-0.02,-0.04,1.01,-0.9,-2.21,-0.32,0.06,0.94,-18.92,3.46
24.252,-0.012831637,0.00037168,0.001938451,-0.756920356,-0.005749074,-0.014386203,-0.001601353,-0.003152829,-0.880335465,-0.129774642,,,,-0.02,-0.03,1.02,-0.9,-1.65,-0.34,0.06,0.94,-19.87,3.92
24.268,-0.012749081,0.000629251,0.001962293,-0.758755891,0.005187319,-0.014517173,-0.001417825,-0.003326583,-0.88815453,-0.116739779,,,,-0.01,-0.03,1.01,-0.67,-1.88,-0.32,0.06,0.94,-18.92,3.7
24.284,-0.012681827,0.000889183,0.001899186,-0.759919119,0.018207238,-0.014629387,-0.001220417,-0.003554274,-0.893764838,-0.102383094,,,,-0.01,-0.04,1.01,-0.78,-2,-0.33,0.08,0.92,-19.04,4.73
24.3,-0.012639393,0.001133073,0.00175529,-0.760778483,0.032281653,-0.014721933,-0.001032774,-0.003801597,-0.897472306,-0.088135811,,,,-0.02,-0.03,1.02,-1.01,-1.76,-0.33,0.06,0.94,-19.27,3.67
24.316,-0.012630802,0.001345004,0.001544382,-0.761772295,0.046347409,-0.014794084,-0.000875842,-0.004032321,-0.899637207,-0.075266578,,,,-0.01,-0.03,1.01,-0.67,-1.88,-0.32,0.07,0.92,-18.56,4.36
24.332,-0.012662869,0.001512644,0.001285615,-0.763324492,0.059396507,-0.014844616,-0.000765741,-0.004213209,-0.900577407,-0.064754546,,,,-0.01,-0.04,1.01,-0.78,-2,-0.33,0.05,0.94,-19.04,3.11
24.348,-0.012738674,0.001628048,0.001000784,-0.765762812,0.070560915,-0.01487128,-0.000712292,-0.004318425,-0.900490191,-0.05720011,,,,-0.01,-0.03,1.01,-0.45,-1.66,-0.33,0.08,0.92,-19.16,4.71
24.364,-0.012856502,0.001688114,0.000711523,-0.769252378,0.079184708,-0.01487053,-0.000718301,-0.00433283,-0.899407166,-0.052780703,,,,-0.01,-0.03,1,-0.67,-1.9,-0.32,0.06,0.92,-18.92,3.89
24.38,-0.013009456,0.001694563,0.00043688,-0.77375652,0.084873823,-0.014837626,-0.000779661,-0.00425373,-0.897189426,-0.051257663,,,,-0.01,-0.02,1,-0.67,-1.12,-0.33,0.07,0.93,-19.04,4.58
24.396,-0.013185841,0.001653383,0.000191665,-0.779032143,0.087513468,-0.014767122,-0.000886308,-0.004090826,-0.893562918,-0.052038816,,,,-0.02,-0.03,1.02,-1.01,-1.42,-0.33,0.08,0.94,-19.27,4.63
24.412,-0.013370282,0.001573682,-1.42E-05,-0.784660452,0.087246138,-0.014653777,-0.001023981,-0.003864398,-0.888188083,-0.054295624,,,,-0.01,-0.04,1,-0.56,-2.01,-0.32,0.05,0.92,-18.92,3.42
24.428,-0.013545414,0.001466094,-0.000175517,-0.790107691,0.084411063,-0.014493788,-0.001176582,-0.003602034,-0.880753668,-0.057122458,,,,-0.01,-0.03,1.01,-0.67,-1.67,-0.32,0.07,0.93,-18.8,4.22
24.444,-0.013693905,0.001341006,-0.000290461,-0.794806201,0.0794566,-0.014286253,-0.001328762,-0.003334399,-0.871081318,-0.059712434,,,,-0.02,-0.04,1.01,-0.9,-1.99,-0.33,0.05,0.94,-19.27,3.21
24.46,-0.013800518,0.001207012,-0.000359382,-0.798243012,0.072845974,-0.014034654,-0.001468257,-0.003090688,-0.859224439,-0.061515649,,,,-0.02,-0.04,1.02,-1.23,-2.53,-0.33,0.06,0.94,-19.39,3.57
24.476,-0.013853916,0.001069902,-0.000383161,-0.800040739,0.064979638,-0.013748015,-0.001587493,-0.002894484,-0.845541853,-0.06234604,,,,-0.02,-0.03,1.01,-1.12,-1.88,-0.34,0.06,0.95,-19.63,3.66
24.493,-0.013847938,0.000932421,-0.000362149,-0.80001548,0.056152961,-0.013441342,-0.001684198,-0.002760704,-0.830726256,-0.062413204,,,,-0.01,-0.04,1.01,-0.67,-2.11,-0.33,0.06,0.93,-19.04,3.47
24.509,-0.01378214,0.000794784,-0.000295784,-0.798200626,0.046557031,-0.013134994,-0.00176095,-0.002694163,-0.815772666,-0.062272444,,,,-0.02,-0.03,1.03,-1.12,-1.53,-0.34,0.07,0.95,-19.87,4.36
24.525,-0.013661591,0.000655796,-0.000183058,-0.794833371,0.036316605,-0.012852814,-0.00182388,-0.002689897,-0.801883429,-0.06270526,,,,-0.01,-0.03,1,-0.67,-1.45,-0.32,0.07,0.92,-18.56,4.49
24.541,-0.013495999,0.000514264,-2.37E-05,-0.790308664,0.025547958,-0.012619217,-0.001880883,-0.00273506,-0.790321027,-0.064558088,,,,-0.02,-0.03,1,-0.9,-1.78,-0.32,0.06,0.93,-18.8,3.85
24.557,-0.01329835,0.000370314,0.000180069,-0.785111052,0.014415077,-0.012455692,-0.001939748,-0.00281187,-0.782233275,-0.068574306,,,,-0.01,-0.02,1.01,-0.56,-1.33,-0.32,0.07,0.93,-18.8,4.55
24.573,-0.01308326,0.000226288,0.000422196,-0.779737576,0.003165978,-0.012377427,-0.002006537,-0.002900982,-0.778483035,-0.075252153,,,,-0.01,-0.04,1.01,-0.78,-2.11,-0.32,0.06,0.93,-18.8,3.96
24.589,-0.01286527,8.70E-05,0.000691491,-0.774624947,-0.007860587,-0.01239072,-0.002084433,-0.002984635,-0.779513836,-0.084752103,,,,-0.02,-0.03,1.01,-0.9,-1.66,-0.32,0.07,0.94,-18.92,4.42
24.605,-0.012657304,-4.07E-05,0.000971555,-0.770091862,-0.01825819,-0.012491719,-0.002173172,-0.003049129,-0.785275231,-0.096865427,,,,-0.01,-0.04,1,-0.78,-2.13,-0.32,0.06,0.92,-18.8,3.53
24.621,-0.012469456,-0.000148884,0.001241632,-0.766303861,-0.027598259,-0.012666774,-0.002269063,-0.00308624,-0.795221368,-0.11104403,,,,-0.01,-0.03,1,-0.56,-1.67,-0.32,0.06,0.92,-18.56,4
24.637,-0.012308256,-0.000229711,0.001478604,-0.763264834,-0.035486924,-0.012894399,-0.00236553,-0.003093398,-0.808385292,-0.126481865,,,,-0.01,-0.03,1.01,-0.56,-1.89,-0.32,0.07,0.92,-18.8,4.38
24.653,-0.01217649,-0.000276829,0.001659968,-0.760835961,-0.041621081,-0.013148561,-0.002454074,-0.003072574,-0.82352009,-0.142231976,,,,-0.01,-0.04,1.01,-0.78,-2.22,-0.33,0.06,0.94,-19.04,3.58
24.669,-0.012073578,-0.000286421,0.001767348,-0.758778281,-0.04583214,-0.013402746,-0.002525494,-0.00302819,-0.839285359,-0.157339754,,,,-0.02,-0.04,1.02,-1.34,-2.09,-0.34,0.06,0.95,-19.75,3.41
24.685,-0.011996406,-0.000257932,0.001789895,-0.756809354,-0.048107742,-0.013634052,-0.002571218,-0.002964647,-0.854445895,-0.170971236,,,,-0.02,-0.04,1.03,-1.12,-1.96,-0.34,0.06,0.95,-19.75,3.66
24.701,-0.011940408,-0.000194218,0.001726775,-0.754661008,-0.048585888,-0.013826512,-0.002584579,-0.002884269,-0.868043918,-0.182516031,,,,-0.01,-0.03,1.03,-0.67,-1.85,-0.34,0.07,0.94,-19.87,4.15
24.717,-0.011900679,-0.000101102,0.001588088,-0.75212719,-0.047522467,-0.013973011,-0.002561877,-0.002786262,-0.879511659,-0.191649847,,,,-0.01,-0.03,1,-0.56,-1.79,-0.32,0.06,0.92,-18.68,3.51
24.733,-0.011872986,1.35E-05,0.001393925,-0.749097336,-0.045239814,-0.01407554,-0.002503111,-0.002666913,-0.888707341,-0.198350115,,,,-0.01,-0.03,1.01,-0.67,-1.89,-0.32,0.06,0.93,-18.92,3.85
24.749,-0.01185459,0.000140889,0.001171723,-0.745576303,-0.04206809,-0.014143946,-0.002412298,-0.002520795,-0.895877613,-0.202866096,,,,-0.02,-0.03,1.01,-1.01,-1.44,-0.33,0.06,0.93,-19.16,3.84
24.765,-0.011844834,0.000272268,0.000952465,-0.741692701,-0.038291746,-0.0141936,-0.002297267,-0.002342542,-0.90156385,-0.205650248,,,,-0.01,-0.03,1,-0.78,-1.89,-0.32,0.06,0.93,-18.92,3.73
24.781,-0.011845392,0.000399991,0.00076642,-0.737694726,-0.034110582,-0.014242477,-0.002168901,-0.002128749,-0.906474104,-0.207261481,,,,-0.02,-0.04,1.02,-1.12,-2.09,-0.34,0.06,0.95,-19.87,3.77
24.798,-0.011860088,0.000517973,0.000639057,-0.733930313,-0.029619936,-0.01430809,-0.002039843,-0.001879671,-0.91134012,-0.208254177,,,,-0.02,-0.03,1,-0.9,-1.67,-0.32,0.07,0.92,-18.8,4.13
24.814,-0.011894207,0.000622129,0.000587667,-0.730809414,-0.024809578,-0.014404604,-0.001922826,-0.00160052,-0.916776011,-0.209069125,,,,-0.01,-0.04,1,-0.67,-2.01,-0.32,0.06,0.92,-18.56,3.89
24.83,-0.011953347,0.000710645,0.00061909,-0.728749911,-0.019577951,-0.014540424,-0.001828871,-0.001302133,-0.923154324,-0.209943022,,,,-0.01,-0.03,1.01,-0.67,-1.78,-0.33,0.07,0.94,-19.27,4.3
24.846,-0.01204197,0.000784162,0.000728761,-0.728113007,-0.013757845,-0.014716493,-0.001765611,-0.001000901,-0.930513815,-0.210850686,,,,-0.02,-0.03,1.02,-1.23,-1.75,-0.34,0.06,0.95,-20.11,3.53
24.862,-0.012161901,0.000845846,0.0009011,-0.729136495,-0.007149915,-0.014925439,-0.001735992,-0.000717923,-0.938508518,-0.211488243,,,,-0.01,-0.03,1.01,-0.67,-1.78,-0.32,0.07,0.92,-18.68,4.12
24.877,-0.01231107,0.000901243,0.00111111,-0.731875165,0.000439567,-0.01515164,-0.001737513,-0.000477516,-0.946402442,-0.21129787,,,,-0.01,-0.03,1,-0.78,-1.9,-0.32,0.06,0.93,-18.68,3.47
